goal_index,date,competition_code,competition,home_team,away_team,result,minute_raw,minute_base,minute_added,minute_total,what,how,is_penalty,is_official,source_url
743,2021-05-16,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,1-2,28,28,0,28,Field goal,Head,0,1,https://www.messistats.com/en/locationsscored
744,2021-06-04,WCQ World Cup 2022 Qualification,WCQ World Cup 2022 Qualification,Argentina,Chile,1-1,23,23,0,23,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
745,2021-06-14,CPA Copa América 2021,CPA Copa América 2021,Argentina,Chile,1-1,33,33,0,33,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
746,2021-06-28,CPA Copa América 2021,CPA Copa América 2021,Bolivia,Argentina,1-4,33,33,0,33,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
747,2021-06-28,CPA Copa América 2021,CPA Copa América 2021,Bolivia,Argentina,1-4,42,42,0,42,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
748,2021-07-03,CPA Copa América 2021,CPA Copa América 2021,Argentina,Ecuador,3-0,90+3,90,3,93,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
749,2021-09-09,WCQ World Cup 2022 Qualification,WCQ World Cup 2022 Qualification,Argentina,Bolivia,3-0,14,14,0,14,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
750,2021-09-09,WCQ World Cup 2022 Qualification,WCQ World Cup 2022 Qualification,Argentina,Bolivia,3-0,64,64,0,64,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
751,2021-09-09,WCQ World Cup 2022 Qualification,WCQ World Cup 2022 Qualification,Argentina,Bolivia,3-0,88,88,0,88,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
752,2021-09-28,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,Manchester City,2-0,74,74,0,74,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
753,2021-10-10,WCQ World Cup 2022 Qualification,WCQ World Cup 2022 Qualification,Argentina,Uruguay,3-0,38,38,0,38,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
754,2021-10-19,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,RB Leipzig,3-2,67,67,0,67,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
755,2021-10-19,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,RB Leipzig,3-2,74,74,0,74,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
756,2021-11-20,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,FC Nantes,3-1,87,87,0,87,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
757,2021-12-07,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,Club Brugge,4-1,38,38,0,38,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
758,2021-12-07,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,Club Brugge,4-1,76,76,0,76,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
759,2022-02-06,PRM Ligue 1,PRM Ligue 1,Lille OSC,Paris Saint-Germain,1-5,38,38,0,38,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
760,2022-03-26,WCQ World Cup 2022 Qualification,WCQ World Cup 2022 Qualification,Argentina,Venezuela,3-0,82,82,0,82,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
761,2022-04-03,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,FC Lorient,5-1,73,73,0,73,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
762,2022-04-23,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,RC Lens,1-1,68,68,0,68,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
763,2022-05-14,PRM Ligue 1,PRM Ligue 1,Montpellier Hérault SC,Paris Saint-Germain,0-4,6,6,0,6,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
764,2022-05-14,PRM Ligue 1,PRM Ligue 1,Montpellier Hérault SC,Paris Saint-Germain,0-4,20,20,0,20,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
765,2022-06-05,FRN International friendly,FRN International friendly,Argentina,Estonia,5-0,8,8,0,8,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
766,2022-06-05,FRN International friendly,FRN International friendly,Argentina,Estonia,5-0,45,45,0,45,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
767,2022-06-05,FRN International friendly,FRN International friendly,Argentina,Estonia,5-0,47,47,0,47,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
768,2022-06-05,FRN International friendly,FRN International friendly,Argentina,Estonia,5-0,71,71,0,71,Field goal,Right foot,0,0,https://www.messistats.com/en/locationsscored
769,2022-06-05,FRN International friendly,FRN International friendly,Argentina,Estonia,5-0,76,76,0,76,Rebound,Left foot,0,0,https://www.messistats.com/en/locationsscored
770,2022-07-31,SUP Trophée des Champions,SUP Trophée des Champions,Paris Saint-Germain,FC Nantes,4-0,22,22,0,22,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
771,2022-08-06,PRM Ligue 1,PRM Ligue 1,Clermont Foot 63,Paris Saint-Germain,0-5,80,80,0,80,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
772,2022-08-06,PRM Ligue 1,PRM Ligue 1,Clermont Foot 63,Paris Saint-Germain,0-5,86,86,0,86,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
773,2022-08-21,PRM Ligue 1,PRM Ligue 1,Lille OSC,Paris Saint-Germain,1-7,28,28,0,28,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
774,2022-09-14,EUR UEFA Champions League,EUR UEFA Champions League,Maccabi Haifa,Paris Saint-Germain,1-3,37,37,0,37,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
775,2022-09-18,PRM Ligue 1,PRM Ligue 1,Olympique Lyonnais,Paris Saint-Germain,0-1,5,5,0,5,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
776,2022-09-23,FRN International friendly,FRN International friendly,Argentina,Honduras,3-0,45+2,45,2,47,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
777,2022-09-23,FRN International friendly,FRN International friendly,Argentina,Honduras,3-0,69,69,0,69,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
778,2022-09-27,FRN International friendly,FRN International friendly,Argentina,Jamaica,3-0,87,87,0,87,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
779,2022-09-27,FRN International friendly,FRN International friendly,Argentina,Jamaica,3-0,89,89,0,89,Free kick,Left foot,0,0,https://www.messistats.com/en/locationsscored
780,2022-10-01,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,OGC Nice,2-1,29,29,0,29,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
781,2022-10-05,EUR UEFA Champions League,EUR UEFA Champions League,Benfica,Paris Saint-Germain,1-1,22,22,0,22,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
782,2022-10-21,PRM Ligue 1,PRM Ligue 1,AC Ajaccio,Paris Saint-Germain,0-3,78,78,0,78,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
783,2022-10-25,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,Maccabi Haifa,7-2,19,19,0,19,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
784,2022-10-25,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,Maccabi Haifa,7-2,44,44,0,44,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
785,2022-10-29,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,ES Troyes AC,4-3,55,55,0,55,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
786,2022-11-16,FRN International friendly,FRN International friendly,United Arab Emirates,Argentina,0-5,44,44,0,44,Field goal,Right foot,0,0,https://www.messistats.com/en/locationsscored
787,2022-11-22,WCP World Cup 2022,WCP World Cup 2022,Argentina,Saudi Arabia,1-2,10,10,0,10,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
788,2022-11-26,WCP World Cup 2022,WCP World Cup 2022,Argentina,Mexico,2-0,64,64,0,64,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
789,2022-12-03,WCP World Cup 2022,WCP World Cup 2022,Argentina,Australia,2-1,35,35,0,35,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
790,2022-12-09,WCP World Cup 2022,WCP World Cup 2022,Netherlands,Argentina,2-2,73,73,0,73,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
791,2022-12-13,WCP World Cup 2022,WCP World Cup 2022,Argentina,Croatia,3-0,34,34,0,34,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
793,2022-12-18,WCP World Cup 2022,WCP World Cup 2022,Argentina,France,3-3,23,23,0,23,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
792,2022-12-18,WCP World Cup 2022,WCP World Cup 2022,Argentina,France,3-3,109,109,0,109,Rebound,Right foot,0,1,https://www.messistats.com/en/locationsscored
794,2023-01-11,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,Angers SCO,2-0,72,72,0,72,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
795,2023-02-01,PRM Ligue 1,PRM Ligue 1,Montpellier Hérault SC,Paris Saint-Germain,1-3,72,72,0,72,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
796,2023-02-04,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,Toulouse FC,2-1,58,58,0,58,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
797,2023-02-19,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,Lille OSC,4-3,90+4,90,4,94,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
798,2023-02-26,PRM Ligue 1,PRM Ligue 1,Olympique Marseille,Paris Saint-Germain,0-3,29,29,0,29,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
799,2023-03-04,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,FC Nantes,4-2,12,12,0,12,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
800,2023-03-24,FRN International friendly,FRN International friendly,Argentina,Panama,2-0,89,89,0,89,Free kick,Left foot,0,0,https://www.messistats.com/en/locationsscored
801,2023-03-28,FRN International friendly,FRN International friendly,Argentina,Curaçao,7-0,20,20,0,20,Field goal,Right foot,0,0,https://www.messistats.com/en/locationsscored
802,2023-03-28,FRN International friendly,FRN International friendly,Argentina,Curaçao,7-0,33,33,0,33,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
803,2023-03-28,FRN International friendly,FRN International friendly,Argentina,Curaçao,7-0,37,37,0,37,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
804,2023-04-08,PRM Ligue 1,PRM Ligue 1,OGC Nice,Paris Saint-Germain,0-2,26,26,0,26,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
805,2023-04-15,PRM Ligue 1,PRM Ligue 1,Paris Saint-Germain,RC Lens,3-1,40,40,0,40,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
806,2023-05-27,PRM Ligue 1,PRM Ligue 1,RC Strasbourg Alsace,Paris Saint-Germain,1-1,59,59,0,59,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
807,2023-06-15,FRN International friendly,FRN International friendly,Argentina,Australia,2-0,2,2,0,2,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
808,2023-07-22,NAM Leagues Cup,NAM Leagues Cup,Cruz Azul,Inter Miami CF,1-2,90+4,90,4,94,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
809,2023-07-25,NAM Leagues Cup,NAM Leagues Cup,Inter Miami CF,Atlanta United FC,4-0,8,8,0,8,Rebound,Right foot,0,1,https://www.messistats.com/en/locationsscored
810,2023-07-25,NAM Leagues Cup,NAM Leagues Cup,Inter Miami CF,Atlanta United FC,4-0,22,22,0,22,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
811,2023-08-02,NAM Leagues Cup,NAM Leagues Cup,Inter Miami CF,Orlando City,3-1,7,7,0,7,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
812,2023-08-02,NAM Leagues Cup,NAM Leagues Cup,Inter Miami CF,Orlando City,3-1,72,72,0,72,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
813,2023-08-06,NAM Leagues Cup,NAM Leagues Cup,FC Dallas,Inter Miami CF,4-4,6,6,0,6,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
814,2023-08-06,NAM Leagues Cup,NAM Leagues Cup,FC Dallas,Inter Miami CF,4-4,85,85,0,85,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
815,2023-08-11,NAM Leagues Cup,NAM Leagues Cup,Inter Miami CF,Charlotte FC,4-0,86,86,0,86,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
816,2023-08-15,NAM Leagues Cup,NAM Leagues Cup,Philadelphia Union,Inter Miami CF,1-4,20,20,0,20,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
817,2023-08-20,NAM Leagues Cup,NAM Leagues Cup,Nashville SC,Inter Miami CF,1-1,23,23,0,23,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
818,2023-08-26,PRM Major League Soccer,PRM Major League Soccer,New York Red Bulls,Inter Miami CF,0-2,89,89,0,89,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
819,2023-09-07,WCQ World Cup 2026 Qualification,WCQ World Cup 2026 Qualification,Argentina,Ecuador,1-0,78,78,0,78,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
820,2023-10-17,WCQ World Cup 2026 Qualification,WCQ World Cup 2026 Qualification,Peru,Argentina,0-2,32,32,0,32,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
821,2023-10-17,WCQ World Cup 2026 Qualification,WCQ World Cup 2026 Qualification,Peru,Argentina,0-2,42,42,0,42,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
822,2024-02-25,PRM Major League Soccer,PRM Major League Soccer,Los Angeles Galaxy,Inter Miami CF,1-1,90+2,90,2,92,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
823,2024-03-02,PRM Major League Soccer,PRM Major League Soccer,Inter Miami CF,Orlando City,5-0,57,57,0,57,Rebound,Chest,0,1,https://www.messistats.com/en/locationsscored
824,2024-03-02,PRM Major League Soccer,PRM Major League Soccer,Inter Miami CF,Orlando City,5-0,62,62,0,62,Field goal,Head,0,1,https://www.messistats.com/en/locationsscored
825,2024-03-07,NAM Concacaf Champions Cup,NAM Concacaf Champions Cup,Nashville SC,Inter Miami CF,2-2,52,52,0,52,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
826,2024-03-13,NAM Concacaf Champions Cup,NAM Concacaf Champions Cup,Inter Miami CF,Nashville SC,3-1,23,23,0,23,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
827,2024-04-06,PRM Major League Soccer,PRM Major League Soccer,Inter Miami CF,Colorado Rapids,2-2,58,58,0,58,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
828,2024-04-13,PRM Major League Soccer,PRM Major League Soccer,Sporting Kansas City,Inter Miami CF,2-3,51,51,0,51,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
